Teks,label
"Pelanggan Yth, Selamat, Anda men-dpt hadiah dr: Pengundian PT . INDOFOOD POPMIE pin anda FH53X77, U/info klik:www.pop-mie-indofood.webs.com",penipuan
"Kak, kirimkan dulu pulsa25rb di no baruku ini 085377771822",penipuan
Bimbingan lg nanti nama1 da,normal
Yuks internetan seru-seruan dg Flash Volume Ultima kuota 1.8GB/30hr mulai dari Rp60rb sesuai zona lokasi. Hub *363*145#. Info tarif & lokasi lihat di tsel.me/FL,promo
"Toko bagus phone promo diskon 50% blackberry:Dakota Rp.2,8jt torchRp 2jt Gemini 900rb info/sms/pin 282F4C55 085776973349 WWW.TOKOBAGUSPHONE.COM",penipuan
Tp klo jd mmber mh bsa lbh murah dil,normal
"Dana Tunai (KTA) bunga 0,99% hingga 300 jt. Syarat KTP & CC.
Bisa Dgn BPKB rate 0.99% 3 hari CAIR . hub AYU 081584650877 (WA).mhn maaf bila menggangu",penipuan
Jalani ibadah Haji dg nyaman tnpa prlu ganti kartu lokal.Nikmati GRATIS 2menit/hr trima telp dr IndosatOoredoo&Internet UNLIMITED Rp30Rb/hari.Info: *122*1# PAI3,promo
"Nikmati DOUBLE kuota PROMO 10GB(4G) di jaringan Data terkuat, UNLIMITED Nelp&SMS. 24JAM, dgn pkt Freedom Combo. Tekan *123# atau indosatooredoo.com/freedom",promo
Pelanggan Yth. TRI CARE No.XV/2015 PIN_PEMENANG ANDA 8JF2177. Mendapatkan Hadiah 1 Unit Mobil Toyota Yaris. Info klik http://tri-3.webnode.com/ UNTUK MENCOCOKKAN PIN PEMENANG ANDA,penipuan
Beli paket Turbo mulai 50rb utk pembelian pertama di MyTelkomsel App sjk 25Aug - 25Sept dpt EXTRA PULSA TSEL Rp 50rb loh! Cek detail paket di tsel.me/mytsel1,promo
"Rumah aku Gais, lewat pager garasi, karna pager orangnya ditutupi rumput liar hehehehe",normal
Salam jepret karet gelang. Hihip,normal
"Aku ada spagetti, tp usah kaldaluarsa belum yah",normal
Selamat!anda m-dptkan Hadiah Cek Tunai Rp. 15jt dari INDOSAT Pin_anda 277fg49 U/info pengambilan Hadiah kunjungi website indosat www.hadiah-indosat.blogspot.com,penipuan
"Semangat yang ibu gita, ibu putri dan bapak adison esok hari. Semoga diberikan yang terbaik. Aamiin",normal
"oh, kelurahan dll dari data_pasien ternyata. butuh oge.",normal
"Terima kasih telah menjadi Sahabat IndosatOoredoo, dapatkan Video & Game seru + Gratis telp di *323*2#",promo
"Slmt_No. Anda Mndptkn Hadiah ""GRAND PRIZE"" Uang 'Rp.100jt,dr TELKOMSEL poin No.PIN-25g47jk Hub Call Center 081233303888 Pengirim : T-Sel",penipuan
"LINE Lets Get Rich semakin seru, tambah koinnya dari pulsamu, mudah banget caranya di google play",promo
"Oke, Senin deh ya ke kantor. Aku sms bapa. Laporan nyusul aja gt mengingat di laporan jg ada lampiran dan revisi penguji*",normal
"Guys, untuk groupwherenya pake github aja ya ",normal
"SELAMAT, Anda memenangkan 1 UNIT MOBIL FREED dr TELKOMSEL, Edisi THN 2013 di undi tdi mlm pkl 23:30 di RCTI U/info Hub : 082329676767 H. MULYADI Pengirim : +777",penipuan
Mungkin aa nya tau kl wajah nama1 bakal beda sendiri pas gaya ini (up),normal
"Kesempatan LANGKA! Cuma buat kamu saja loh, Dapatkan 1 GB Cuma dengan RP 5000. Balas SMS ini dengan ketik Y10 s.d 15 November. Bonus berlaku 3 hari/ TL050D",promo
"Atuhlah, aku telah meninggalkan yg nyaah, jgn gitulah gais, bisi teringat masa lalu 😢",normal
"PESAN RESMI DARI PT3CARE berkat isi ulang pulsa No. anda RESMI mendapatkan hadiah.Rp. 100 juta dari 3CARE dengan PIN. pemenang anda (b8337h9) u/info klik, www.hadiahlpt3care959.blogspot.com",penipuan
"Bisa Internetan 1,5GB CUMA dengan 20rb, paket berlaku 90 hari. MAU?? Ketik YA ke 919. Penawaran berlaku s/d 8 Januari 2016",promo
nama table table pasien_irj dan gnti data_pasien. lupa,normal
"Aku jg waktu itu foto tgl 17 juli, katanya selesai 29 agustus :(",normal
RESMI TRI CARE Pin pemenang Anda_8JF2177 Medptkan 1/Unit TOYOTA YARIS U/Info Lanjut klik: www.gebyar3care.jimdo.com CS:021-80001234/089643122237,penipuan
"Kan bapaknya ngomong2 ya, trs ditanya siapa itu, aku blg lg rame ma sibuk dikampus nanti yaa",normal
Bisa bu...buka jam 11 bu,normal
"Kejutan POIN, hadian Rp 15 jt resmi diberikan untuk pemilik nomor 0812330xxxx. PIN-x7af2547. Untuk Info Kantor Pusat TELKOMSEL 021-23867047, 021-23867048.",penipuan
"Buy 2 Get 3 tiket Trans Studio Bandung,mulai 14 Mei-14Juni 2013.Tunjukkan SMS ke petugas di lokasi. Info: www.indosat.com/transstudiobgd",promo
"Baik Pak, bsk sekalian kami bawa form penilaian ya Pak, dan berkas lainnya.",normal
"Nikmati kemudahan pembayaran iuran BPJS dgn TCASH. Cukup hubungi *800#, pilih menu pembayaran ATAU gunakan app T-Wallet di smartphone Android dan iPhone.",promo
SIMCARD Anda adalah pemenang Gebyar isi ulang TRI 2015 dengan PIN:7N77F33 lakukan verifikasi sekarang juga hanya di www.idtricare.blogspot.com,penipuan
Iya kar lg dikosan nih. Numpang ap?,normal
"Ayo nama1 semangat skripsian yaaah biar cpt lulus, kerja, dan cpt nikah wkwkwk",normal
Surat_keputusan dari tricare indonesia NO XV/2015 Pin pemenang 8JF2177 mendapatkan 1TOYOTA YARIS U/info Kunjungi www.tri-2015.webnode.com atau blogspot.com,penipuan
NASIB:Nutrisi otak slh 1 nya berfikir positif. klo sdh segala hal bs jd ilmu. dpt wallppr di http://m.m4in.biz/r?jXPC42 STOP: *123*66# / ketik UNREG NASIB ke 92828 CS: 087789917018,penipuan
Nikmati Discount 20% di Bakmi GM setiap hari hny dgn TCASH TAP! S&K berlaku. Info tsel.me/tappromo,promo
"sy RUDY dri MALAYSIA Brencana investasikan uang sy Sbagai bekal hidup di indo,sy butuh org yg bisa sy percayakan uang sy RM 5jt,bila Bsedia,sms di 085256144059",penipuan
"gak. saya sih percaya aja, dosa tanggung sendiri hehe. Nilai mobprog sudah selesai, silahkan dicek.",normal
"Itu teh sebenernya krna terlalu sakit sma orang itu nuy, padahal kalo udah nemu orang baru mah pasti rasanya beda",normal
"Hai akang-teteh, bagi kalian yang belum tau, merekalah calon Pemimpin KEMAKOM periode 2016-2017! yuk kita simak visi-misi mereka :)",normal
Blm beres sep. Malah byk bug,normal
"Ass, Sy Randy. Mengenai mobil yg sdh sy liat kondisi'y , kebetulan kami berminat. Mohon hub Bapa sy utk dibicarakan hrg netnya; Dr.H.DARMAWAN 0812xxxxxxx",penipuan
"PROMO POIN SPESIAL! Tukarkan 20 TselPoin Kamu dengan 20Menit, 100SMS, atau 20MB di *700*20#. Periode Promo 11-31 Juli 2016. Info hub: 188",promo
Ikuti JobFairActive & UjiKlyakanKerjaBerstifikat @PlasaTelkomMlg 9Feb13. dptkan platihan Intrview&Rekom kerja ke ribuan Ph. Info: www.indogetjob.com/085233334106,promo
Teks,label
"Assalamu alaikum,saya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt.1 JL.jend sudirman jkt pst sdh m-hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt SMS sebelum jatuh tempo, bahwa no.anda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEW,dengan PIN 2D45CS77, jadi silahkan cek terlebih dahulu di website; www.tricare.jimdo.com /hub; 021-40161777 / 08994179888 ",penipuan
"Melayani fasilitas pinjaman dana tunai melalui jaminan BPKB mobil. Cover area seluruh daerah Indonesia..bunga 0,8 -1% flat /bulan, No BI Cheking, proses cepat,, data lngsng dijemput pihak survey kami(BFI finance) Hub Oktra Mariadi Sihaloho Cp : 082122483312",penipuan
selamat!anda mndptkan hadiah Cektunai Rp. 15jt dari INDOSAT pin_277fg49 U/info pengambilan hadiah.kunjungi website indosat www.gebyar-poinindosat.blogspot.com,penipuan
"Ada mba, harganya 1,6jt/bln. Fasilitasnya air hangat, kamar mandi dalam, tv, tv kabel, wifi, meja, tempat tdr, dan lemari.",normal
Guys di bdg ada studi foto yg gini gaaak,normal
"Ayam aja Pak, terus satu paket itu sama isinya ap aja?",normal
"MEGA PRIMA TAMA PROMO DISCON 20-50% Blackberry dacota rp. 2.700.000 onyx 2 rp. 1,8 iphon,ipad Laptop, Camera, DLL INFO www.megaprimatama.com PIN BB 2A9EA404",penipuan
Nomor Anda telah diisi dengan nomor SN 6081606122581198060.,promo
PROMO BLACKBERRY BB Dakota 2jt BB Torch 1.5jt BB Davis 1.3jt BB Orlando 1.8jt BB Gemini 950rb Berminat Hub : 085715186696 Promo terbatas,penipuan
"besok jam berapaa? harus jadi ih, udah 2 kali skip 😂",normal
"Alhamdulillah, makasih yaaa udah meluangkan waktu 😘",normal
Gimana nuy menghadapi beliau?,normal
*ngsih bunga ato coklat min,normal
"Assalamualaikum pak, mau nanya seputar mobcom sp, apakah harus ikut perkuliahan dari sekarang apa bisa ikut pas sp nanti aja pak? Trims ",normal
"tolong uangnya di kirim ke rekening ini aja,BRI, A/N: HASAN MAHMUD. REK: 3292-0101-9525-532. Sms aja klau sudah di kirim,makasih.",penipuan
DISKON 50% kuota NELPON++ 20 MENIT ke smua operator! Cuma Rp7rb (Normal Rp14rb) dg masa aktif panjang. Balas SMS ini dgn ketik Tri. Hanya HARI INI! V712,promo
No bri atas nama kamu mana,normal
"Oke nama1, nanti udah beres bimbingan aku kesana",normal
"BONUS PULSA 50% dari Indosat Ooredoo, MAU?? Ketik *345# dan call dari HP kamu sebelum 28 April 2016",promo
"Selamat anda telah terdaftar member M-PULSA dengan kode agen D303-111 Pin anda 1234 Saldo anda Rp,0.- untuk menambah saldo Ketik INFO Kirim ke +6287820008358",penipuan
"NASIB:Berbagi, berbakti Rutinkan 2 hal ini Maka ringanlah beban2 hidup. dpt wallppr di http://m.m4in.biz/r?74WhuM STOP: *123*66# / ketik UNREG NASIB ke 92828 CS: 087789917018",penipuan
"Saya menyimpulkan, kita debat diantara karena kita yg cupu ilmu nya, atau kemungkinan pertanggungjawaban pasca penelitian yg moal kepegang. Atau rasa sayang ortu di kampus yg pengen kita lulus cepat",normal
PT.MTRONIK Berkah isi ulang pulsa m.tronik no. anda m-dptkan hadiah ke-2 dengan pin pemenang(25e477r) u/info klik; www.undianmtronik75.blogspot.com,penipuan
Bu maaf saya lupa sekarang hari jumat ya...kalau jumat kita buka jam 1 bu...mau solat jumat dulu...maaf di dari upi ya,normal
Matikan services spt antivirus dll.,normal
"Aku kumpul pon dulu dy, kalo haris kerjanya dari sore mo pacaran dulu dy",normal
"Butuh Piknik?Ada nih liburan GRATIS ke Hongkong!Cara:Pake pulsa AXIS di HP Androidmu buat transaksi sebanyak2nya items Pokemon Go,BIGO,COC, dll!Info838 LD328",promo
nama1 maapin baru buka line,normal
"Paket Internet spesial buat kamu. Internetan selama seminggu dgn kuota 1,5GB Cuma Rp10rb! Ayo segera Ketik KEBUT kirim ke 919 sd 29 Juli 2015. Jgn lupa ya",promo
Hanya HARI INI!!! Cuma dengan seribu kamu langsung dapat 200 MB untuk 3 hari. Cukup balas SMS ini dengan ketik yA4. Buruan beli sekrang TL049B,promo
Enakaa ajaaa gw diantar cowok gw yaa bukan dijmput nama1,normal
Silahkan tebak umurnya~,normal
"Naik kelapa ledeng turun di ciateul, sebelum terminal bgt. Terus naik kalapa dayeuh kolot turun di depan kantor bgt.",normal
Sensasi seru main game yang belum pernah ada. Ayo bergabung dengan para heroes di Game HIT. Download Gratis di http://bit.ly/2c6jsXN,promo
"Terus kalau ada yang nanya, kita masuknya suka pagi sampai siang kadang juga siang sampai sore. Gimana dari sananha.",normal
"Flash Promo s.d 9 Agt! Ayo datangi Gallery Smartfren terdekat, DISKON 290rb dg tukar HP Smartfrenmu ke Andromax 4G LTE atau 190 utk tukar dg MiFi 4G LTE",promo
"Isi ulang Kuota++ 3GB berhasil, dan kuota tlh ditambahkan. Nikmati juga BONUS NELPON ke semua Tri Rp10rb, cek bonus di *111*2# atau BimaTri.",promo
"Mau paket data 1.5GB buat SEBULAN Cuma 20ribuan? Buruan ketik MAU ke 919, penawaran ini hanya berlaku sd 22-Jul-16",promo
Kalo udah ad progres besok aja jam 2an kesini..,normal
"plgn yth,TRI dan MNCTV sudah mengumumkan nomor anda pada tgl:03-Maret-2015 pagi tapi tdk tersambung jadi saya DESI HERMAWATI Costumer Servis TRI di PLAZA SEMANGGI Lt1 jl,JEND SUDIRMAN KAV50 JKT PST Mengirimkan sms penting sebelum jatuh tempo bahwa nomor simcard tri anda menang undian PESTA INTERNET TRI hadiah ke2 TOYOTA NEW YARIS,PIN anda:2d7id99.Info resmi klik;www.internet-tri.jimdo.com",penipuan
Iya ya ratarata programmer gt hirenya udh pake csps gt gt,normal
PT.TRI CARE PIN Pemenang ( •••••• ) anda m-dptkan HADIAH I unit TOYOTA YARIS U/Info cek pin klik: www.tricare2015.blogspot.com,penipuan
nama1 itu msh pake db aku yg lama itu msh anomali bisa nyesuain ga,normal
Mainkan terus gamesmu & beli sebanyak2nya apps/in-apps di Google Play Store,promo
Pembelian Dave's Single Burger Gratis Small Fries & Minum. Periode 5-11 September 2016. Tukarkan SMS ini di Wendy's terdekat! Penawaran terbatas.Promo *606#,promo
Oh oke Pak nanti saya lgsg kesana untuk kepastikan buka jam berapa? Ke bebek komar yg dekat dt bisa?,normal
"Dear Customer, Kindly values your experience at Telkomsel Service, score between 1(very poor) to 5 (excellent), send SMS to 1166 (FREE) (for int'l charged)",promo
Iyaaaa ayyuuuukk biar kamu bisa reunian dg org sana fir,normal
Subuh jg abis maghrib itu teh ahaha,normal
"Bella bingung bang mau nulis apa, daripada aq nulis panjang2 tapi serba salah, mending langsung ngobrol di tlpn aja deh bang ini no telp aq 0809-100-xxxx :)",penipuan
"Selamatkan diri kalian guys, karna ""lulus bareng"" hanyalah kata hiburan semata",normal
Surat Keputusan Dri Tri Care No.XV/2015 Pin Pemenang 477BFG7S Mdptkan Hadiah HONDA JAZZ HUB:02150227999 Info Pin klik: www.tricareindonesia.com,penipuan
Promo diperpanjang! Gratis MIFI(modem) 4G hanya untukmu. Tunjukan SMS ini di Galeri Smartfren & isi pulsa 100rb utk bawa pulang MIFI favoritmu. s/d23Nov. DL40K,promo
Ketik YA ke 919 s.d 14 Maret 2016. Cuma Rp59rb per-bln! Lgs dptkan 1+ 1GB(4G)+BONUS 10GB(4G) utk Internetan + Telp & SMS SEPUASNYA ke semua nomor,promo
Mandi?? Aku selesei isya mau bobo,normal
Kalo mau masak bawa bahannya dr rumah masing2 biar irit wkwk,normal
"Lelah byr min payment? Kami Solusinya, bantu secara LEGAL penutupan CC/KTA, dscn 50-75%. Hub.LoLyta 081316523061/087822962308 (WA). LEGAL",penipuan
Januari pokoknya mau sama sapapun kemanapun harus liburan fix aamiin,normal
Gajadi gadiabsen yg telatnya lebib dr 15 menit da kayanya,normal
2.5 GB/30 hari hanya Rp 35 Ribu Spesial buat Anda yang terpilih. Aktifkan sekarang juga di *550*905#. Promo sd 30 Nov 2015.Buruan aktifkan sekarang. S&K,promo
Ada internet min alamatnya dmn?,normal
Masih ngerasa bersalah ama kalian sebenernya,normal
"Slmt simCARD anda 08562XXXXXX mdpat cek tunai Rp.49jt PIN (RWD2749) info CS,085691371116 atau kunjungi www.indosat-id.jimdo.com",penipuan
Masih yang dekat sungai dulu kok diil 😁,normal
Selamat Paket Anda telah aktif. Cek kuota di *889#,promo
"Transfer ke Mandiri aja, a/n Resti Amanda norek 9000007701999",penipuan
Surat Keputusan dri PT.Tri 3care No.XV/2015 Pin_Pemenan Anda 2f5c477 Ber'hasil Men-dapatkan 1 Yunit Mobil HONDA JAZZ RS.U/info Kunjungi www.situshadiah-3care.blogspot.co.id,penipuan
"Naik Lebih Sering, Hemat Lebih Banyak bersama GRAB!  Cukup lakukan 1 perjalanan biasa dengan GRABCAR atau GRABTAXI dan kamu akan OTOMATIS mendapatkan diskon di perjalanan berikutnya! Nikmati diskon bertahap hinga 35ribu/trip, ayo coba dan buktikan!",promo
Hi! Ayo coba Grab untuk pemesanan taxi yang cepat dan aman. Klik: https://invite.grab.co/37aa4d,promo
Gunakan TCASH untuk bayar tagihan listrik atau beli token listrik! Cukup hubungi *800# dan pilih menu pembayaran atau pembelian,promo
SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS di undi td malam di metro TV pkl : 23.00 wib u/info klik : www.telkomsell.jimdo atau/Hub : 0016285286552555,penipuan
"Eh gatau, td Bagus yang nanyain",normal
Minta email github nya dong.,normal
Oo kalau kamu misalnya lanjut brp dit?,normal
"Bisa kurang dari 15rb ga Pak, sebelumnya kita pernah acara sama bebek komar sekitar iti 13.5rb awal tahun 2015",normal
Selamat!!anda telah mendapat gratis 200 sms dari SMSGIFT dari no. 6285258952502. Info CS : 133/188,promo
"Bentar lg ke gik, buru2 ga? Kalo buru2 nitip yg ngontrak ipc aj",normal
Aku ga ke upi sepertinya,normal
"Selamat,Kepada pelanggan 08157xxx Anda mendpt hadiah ke4 Dalam program POIN PLUS PLUS INDOSAT No.PIN:277fg49 info klik www.poinplus-plus-7887-2013.webs.com",penipuan
Beli 6 Gratis 6 Donut dari DUNKIN DONUTS BORMA SETIABUDHI. Tukarkan SMS ini segera. Hanya berlaku untuk hari ini. Selama persediaan masih ada. Promo *606#,promo
Nasabah yth.rekning tbungn anda ERROR&hrus di monitor ulang agar bisa di gunakn kmbli.maaf sblum ke kntor hrap hub pk ARYADHI dlu di.0816288602.tks,penipuan
Waalaikumsalam. Jumat ya pukul 9.,normal
"Ngajak wida tuh, kan beliau habis seminar. Hihip",normal
"Promo Terbaru Toko Artha  jaya BB Dakota 3 jt Iphone5 3,5 jt BB Onyx3 2,8 jt Camera DLL Call Sms Ke : 085335875777",penipuan
"TOUR-TRAVEL dptkan tiket pesawat, promo domestik & internasional mudah/aman, booking Online 24 jam hub telp : 081314447669 atau websete di : www.lion-airtravel.com.",penipuan
"Pelanggan yth,saya mba muliani operator Tri. Telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo. Selamat nomor Tri anda menang undian dr pesta isi ulang pulsa,Pin pemenang (25b17h) segera hubungi kantor Tri jakarta. Tlp; 089660608887 info klik: www.3tricard.blogspot.com",penipuan
"beu atuh sekarang, sambil nunggu yg pulang ppl",normal
Harganya kisaran 50rb nama1 😂,normal
"Nikmati Diskon Tarif Indosat 01016 & 001 hingga 70% ke 7 Negara (CHN, MLA,HKG,SNG,TWN,VTM,MACAU). Berlaku 07-28Feb13. Info : hub 100/111 atau *123# OK",promo
Mau BONUS KEREN dari Indosat ooredoo? Ketik *345# dari HP kamu sekarang juga..!!,promo
"Selamat,Anda M-dptkan Hadiah 1 Unit Mobil HONDA JAZZ & UANG TUNAI 35JT Rs Dr PT.TriCare PIN Pemenang Anda;477bfg7s. U/info klik: www.tricareindonesia.com",penipuan
"Airnya asa kurang lancar, besok ku tanya papa yah,",normal
Yg mau ngampus aku pengen titip bawain SKL aku di prodi😭,normal
"Yank tlong isi’in aku pulsa 10rb, di no ini,082189983017 nanti aq yg tlpn yacc!",penipuan
"Dari pt gagas, pt ixindo, pt bima data pratama, sma sukarnohatta, sma purwakarta, smk pgi, sma swamedia kang",normal
BONUS PULSA 50rb cuma dgn isi ulang 25rb!! Hny Indosat yg bisa begini. Penawaran berlaku s/d 11 April 2016. Bonus 1x utk digunakan ke sesama Indosat Ooredoo,promo
SELAMAT!! Anda M-dapat hadiah Satu unit mobil alphard dr TELKOMSEL info hub;0016282336033777/kunjungi website kami di http://telkomselundian2013.jimdo.com,penipuan
Bu mau mastiin ketemu di jica kan Bu?,normal
Gaaais penamaannya kyk nama1 nih biar rapih,normal
Aku depan pasca skrng,normal
Ntar aku kirim link nya,normal
Oke kalau untuk dp harus berapa%?,normal
"Dapatkan voucher Cipika Rp 100rb utk belanja kuliner, gadget, fashion, dll. Tkn *123*45# pilih Cipika, GRATIS & terbatas. Info: www.indosatooredoo.com/12345",promo
"Maaf, hanya iklan penawaran pinjaman uang tunai tanpa jaminan KTA 5JT s.d 200JT dg KTP d KARTU KREDIT, Bunga Flat, simpan sms ni a/hub. 085717559229 ; 02199001886",penipuan
"Plg yth,Mohon memberikan nilai kepuasan pengalaman layanan Telkomsel ketik 1 utk bhs Indonesia & Type 2 for English send to 1166(FREE) (for int'l charged)",promo
2016/08/21 12:27:17 Anda telah terdaftar sebagai pelanggan TCASH full service. Tingkatkan saldo Anda dg isi saldo TCASH di merchant berlogo TCASH terdekat.,normal
atulah aku teh udh ngidam sate maranggi dr bulan puasa 󾌹 naha ka subang teu ngajakan ih,normal
"Maaf tolong uangnya ditransfer saja ke Bank xxx An. xxx No.Rek 2952149xxx, bila sudah ditransfer SMS saja, terima kasih",penipuan
nama1 ke pt. inti?,normal
"Mau paket data Cuma 10ribuan? Buruan cek di *345#, penawaran ini hanya berlaku sebelum 1 Juli 2016",promo
Gara gara batman. Pdhl udh diulang,normal
Kantin fip nama1 sendiri td mau ke perpus. Tp bntar lg kan sholat,normal
"SLMT!! No Anda men-dpt hadiah dr:pengundian PT.TELKOMSEL No pin b89c7... Untuk melihat Hadiah Anda, silakan klik : www.telkomselpoin2222.webs.com",penipuan
Slmt!! No anda Mendpt hadiah Rp. 75 juta. dari TELKOMSEL poin. Diundi tadi mlm Pukul 23:30.wib Di RCTI.Info Hub : 085377177138.IR. SERIANTO. Pengirim : *777,penipuan
"PROMO: Beli paket Flash mulai 1,3 GB di My Telkomsel App dpt EXTRA nelpon hingga 100mnt/1hr. Buruan, promo terbatas! S&K",promo
"udah di benerin, kamu jangan sync dulu. backup filenya baru sync terus push dengan file kamu.",normal
"PAKET BRONET 24JAM 2GB 60hr Rp28800 akan segera aktif. Temukan penawaran menarik AXIS lainnya, telp *123#.Info838",promo
Paket Super Murah 2 pcs c strip/1 Ayam sayap+nasi+teh pucuk Rp.15.909.Tukarkan SMS ini di CFC YOGYA SUBANG hari ini!Selama persediaan masih ada.Promo *606#,promo
"2016-07-08 11:47:11.Plg Yth, sisa kuota Flash Anda 478KB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#",promo
Kalau mau bikin model/controller mending per apa y?,normal
"Selamat pagi pak, untuk data table yg dibutuhkan sudah saya email. Apakah email saya msk Pak?",normal
"Guys, aku ganti template nya.",normal
Migrasikan kartu Anda ke kartuHalo (NOMOR TETAP SAMA). DAPATKAN Paket Spesial 4GB Hanya 25rb/bulan. kunjungi GraPARI & tunjukan SMS ini.(Promo Terbatas).SKB,promo
"[PROMO] Beli paket Flash mulai 1GB di MY TELKOMSEL APP dpt EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr. Buruan, cek  di tsel.me/mytsel1 S&K",promo
Ini no rekeningnya BRI.A/n.A.SRI NARTI NO.rek.2219-01-001948-50-7.,penipuan
.sambl nunggu itu.. Gimana kalo ngerjain form formnya aja dulu,normal
Nikmati Double Internetan di jaringan Data terkuat 3GB dan 3GB (4G) dan Tlp&SMS SEPUASNYA dgn pkt Freedom Combo. Daftar *123# atau http://mycare.indosatooredoo.com,promo
"Kesempatan menjadi agen pulsa/ALL Operator MKIOS, Harga murah; 5=4500, 10=8500, 20=18000, 25=22000, 50=45000, Ketik GABUNG Kirim ke 087775777917",penipuan
Kan dia masih gatau ngeditnya kek gmn haha,normal
"Berkat isi ulang pulsa No anda T,pilih sbg pemenang Cek tunai Rp.75jt dri PT.M-KIOS PIN:(5N939F7) U/INFO KLIK www.pt-mkios15.blogspot.com",penipuan
Guys aku gabawa beras yaaa. Abis dr pasar beli itu berat bgt. Yg bisa bawa beras lebih mohon dilebihkan hehe,normal
"Saya ARUM K PRASODJO operator TRI JKT PST bekerja sama dengan PT.POS PERSERO membuat surat pemberitahuan untuk anda tapi alamat registrasi kartu TRI anda tidak di temukan jadi kami kirim lewat sms info ini.SELAMAT!,Nomor anda menang undian TRI yang di siarkan di MNCtv tgl 11-agustus 2015 sebagai pemenang ke2 dengan pin undian;333342M.Lengkapi prosedur hadiah anda sebelum jatuh tempo klik;http//www.gebyar-trichampions.jimdo.com.",penipuan
"route nya matiin aja, jadi nanti kalau mau akses ke project masing-masing ditembak aja.",normal
TOKO RAHMAT ABADI BIG SALE 50% Blackberry/Iphone Ipad/Samsung Laptop/DLL Info Hub Sms: 085774280447 PIN: 26AB6BEE Atau Cek di: www.abadi-shop47.blogspot.com,penipuan
"pesan dari nama1 : Assalamu'alaikum wr.wb. Pak, Indonesia Android Kejar bekerjasama dengan Depilkom mau mengadakan pelatihan Android level intermediate, masih ada slot 2 orang lagi, syaratnya sudah pernah membuat app android dan ngebuild menggunakan Android Studio, barang kali di kelas Bapak ada yang berminat. Nuhun.o ya pelatihannya mulai hari sabtu besok, 2 April, setiap sabtu selama 7 pertemuan, bertempat di lab praktikum kita.",normal
"Pelanggan yth,saya REZKY operator TRI, telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo, selamat no Tri anda menang undian dr pesta akhir tahun TRI Pin pemenang (2547afr) Info klik; www.bonus-tri75.blogspot.com",penipuan
"Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 2,8 jt Camera DLL HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com",penipuan
Edan edan nama1 semoga menjadi keluarga samawa,normal
Surat keputusan resmi M-KIOS NOXV/04/2016 Menyatakan No.Anda resmi meraih hadiah ke-2 dri PT.M-KIOS Pin;M248K81 u/info klik ; www.hadiah-ptmkios547.blogspot.com,penipuan
Baru ngeh chatnya maafkan (maaf),normal
Iya kalau ada yang kosong agus atau sept,normal
"Mengenai Rumah Bpk/Ibu yg mau di jual sdh di survey dan sy berminat,sy telpon tdk bisa tembus. masalah hrg hub suami sy. 0823-7390-1777 Dr.H.IRAWAN",penipuan
Gak takut kok. Tp emang blm mau. Gatau sampe kapan kwkw,normal
"Ingin Tahu Angka Jitu! Yg Keluar Putaran Pada Hari ini 20/01/2013 Hubungi : 082-335555-454. mbah TOGEL semarang ""Jamin 100% Tembus"" Raja SHIO (Buka 24 Jam)",penipuan
"Semau-maunya kita ama orang, gak bakal jadi kalau gak jodoh. Segeleh-gelehnya pasti bakal nikah kalopun jodoh",normal
Maaf bu jadi jam berapa ya kita ketemuan bu...atau bgmana baiknya,normal
NIKMATI INDOSAT SUPER 3G+ utk Internetan ckp 10rb/minggu dpt Kuota 225MB(50MB+Bonus 175MB jam 00-06)Kecepatan hgg3.6Mbps.tekan *123*4*1*1# syarat berlaku hub:100,promo
"PROMO LEBARAN.Paket Service Motor+Olie HANYA 35rb(harga biasa Rp42rb)ada di Genuine Oil+GOP SHOP,Info 088980007432berlaku 15jui-15aug2013.www.genuineoil.co.id",penipuan
PESAN RESMI Selamat No. Simcard Anda M-dptkan hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z Info klik: www.bima3careindo.blogspot.com,penipuan
Masih boleh ikutan gaaaa wkwkwkwk,normal
Semoga Allah bersama kita Semua.,normal
"Pak, indeks nilai B gabisa diturunin lagi pak? Soalnya kemaren saya liat nilai udah B, terus tiba2 turun jadi B- karena penilaiannya pake + -",normal
"Pelanggan yth, Anda mendapatkan hadiah ke (2) dari, POIN PLUS PLUS INDOSAT. Pin pemenang: b89c7h9 info pemenang klik www.indosatpoinplus-7887.webs.com",penipuan
Wid jgn plg sebelum ketemu aku. Aku brgkt jam 5 hehe,normal
Kalau gamepro uasnya materi atau praktek Pak?,normal
